2017-18 Rank,Rank in the most recent five years,Trend,School Name,City,2017-18 Rating,Rating in the most recent five years
388/3046,n/a,n/a,Millen Woods,Waterloo,7.8,n/a
388/3046,n/a,n/a,Oakridge,St Catharines,7.8,n/a
388/3046,n/a,n/a,Orde Street,Toronto,7.8,n/a
388/3046,n/a,n/a,Our Lady of Grace,Toronto,7.8,n/a
388/3046,n/a,n/a,Palgrave,Palgrave,7.8,n/a
388/3046,n/a,n/a,Saint-Guillaume,Cumberland,7.8,n/a
388/3046,n/a,n/a,San Lorenzo Ruiz,Mississauga,7.8,n/a
388/3046,n/a,n/a,Sherwood,Oshawa,7.8,n/a
388/3046,n/a,n/a,Sir Adam Beck,Baden,7.8,n/a
388/3046,n/a,n/a,Sir Richard W Scott,Markham,7.8,n/a
388/3046,n/a,n/a,St Alfred,St Catharines,7.8,n/a
388/3046,n/a,n/a,St Andrew,Oakville,7.8,n/a
388/3046,n/a,n/a,St Brendan,Toronto,7.8,n/a
388/3046,n/a,n/a,St Brigid,Toronto,7.8,n/a
388/3046,n/a,n/a,St Frances Cabrini,Delhi,7.8,n/a
388/3046,n/a,n/a,St Francis,Sault Ste. Marie,7.8,n/a
388/3046,n/a,n/a,St Gabriel,Brantford,7.8,n/a
388/3046,n/a,n/a,St Lawrence,Toronto,7.8,n/a
388/3046,n/a,n/a,St Mark's,Stoney Creek,7.8,n/a
388/3046,n/a,n/a,St Mary's,Sault Ste. Marie,7.8,n/a
388/3046,n/a,n/a,St Michael (Corkery),Carp,7.8,n/a
388/3046,n/a,n/a,St Patrick,Schomberg,7.8,n/a
388/3046,n/a,n/a,St Paul,Thunder Bay,7.8,n/a
388/3046,n/a,n/a,St Pius X,Toronto,7.8,n/a
388/3046,n/a,n/a,St Sylvester,Toronto,7.8,n/a
388/3046,n/a,n/a,St Timothy,Mississauga,7.8,n/a
388/3046,n/a,n/a,St. Ignatius of Loyola,Guelph,7.8,n/a
388/3046,n/a,n/a,Stoneybrook,London,7.8,n/a
388/3046,n/a,n/a,Terry Fox,Ajax,7.8,n/a
388/3046,n/a,n/a,Victory,Guelph,7.8,n/a
388/3046,n/a,n/a,W H Morden,Oakville,7.8,n/a
388/3046,n/a,n/a,Whitby Shores,Whitby,7.8,n/a
388/3046,n/a,n/a,Wismer,Markham,7.8,n/a
446/3046,n/a,n/a,Agnes Macphail,Toronto,7.7,n/a
446/3046,n/a,n/a,Alton,Alton,7.7,n/a
446/3046,n/a,n/a,Bendale,Toronto,7.7,n/a
446/3046,n/a,n/a,Bennington Heights,Toronto,7.7,n/a
446/3046,n/a,n/a,Bogart,Newmarket,7.7,n/a
446/3046,n/a,n/a,Cathedrale,Kingston,7.7,n/a
446/3046,n/a,n/a,Chapman Mills,Ottawa,7.7,n/a
446/3046,n/a,n/a,College Hill,Oshawa,7.7,n/a
446/3046,n/a,n/a,Elda-Rouleau,Alexandria,7.7,n/a
446/3046,n/a,n/a,Enniskillen,Enniskillen,7.7,n/a
446/3046,n/a,n/a,Forest Run,Woodbridge,7.7,n/a
446/3046,n/a,n/a,Gregory Drive,Chatham,7.7,n/a
446/3046,n/a,n/a,Guardian Angels,Milton,7.7,n/a
446/3046,n/a,n/a,Guardian Angels,Stittsville,7.7,n/a
446/3046,n/a,n/a,Humberwood Downs,Toronto,7.7,n/a
446/3046,n/a,n/a,James Grieve,Caledon,7.7,n/a
446/3046,n/a,n/a,Jean-Paul II,Val Caron,7.7,n/a
446/3046,n/a,n/a,Kanata Nord,Kanata,7.7,n/a
446/3046,n/a,n/a,Lakeside,Ajax,7.7,n/a
446/3046,n/a,n/a,Legacy,Markham,7.7,n/a
446/3046,n/a,n/a,McKellar Park Central,Thunder Bay,7.7,n/a
446/3046,n/a,n/a,Monseigneur-Jamot,Peterborough,7.7,n/a
446/3046,n/a,n/a,Monsignor Leo Cleary,Courtice,7.7,n/a
446/3046,n/a,n/a,Morrish,Toronto,7.7,n/a
446/3046,n/a,n/a,Mount Royal,Brampton,7.7,n/a
446/3046,n/a,n/a,North Preparatory,Toronto,7.7,n/a
446/3046,n/a,n/a,Pine Grove,Oakville,7.7,n/a
446/3046,n/a,n/a,Prince of Wales,St Catharines,7.7,n/a
446/3046,n/a,n/a,Queen's Rangers,Copetown,7.7,n/a
446/3046,n/a,n/a,Rippleton,Toronto,7.7,n/a
446/3046,n/a,n/a,Roch Carrier,Kanata,7.7,n/a
446/3046,n/a,n/a,Saginaw,Cambridge,7.7,n/a
446/3046,n/a,n/a,Sir Isaac Brock,Guelph,7.7,n/a
446/3046,n/a,n/a,Sir John A. Macdonald,Markham,7.7,n/a
446/3046,n/a,n/a,St Edward,Jordan,7.7,n/a
446/3046,n/a,n/a,St James,Kanata,7.7,n/a
446/3046,n/a,n/a,St James,St Catharines,7.7,n/a
446/3046,n/a,n/a,St Paul,Burlington,7.7,n/a
446/3046,n/a,n/a,St Peter Canisius,Watford,7.7,n/a
446/3046,n/a,n/a,St Thomas More,Ottawa,7.7,n/a
446/3046,n/a,n/a,St. Benedict,Nepean,7.7,n/a
446/3046,n/a,n/a,St. Luke,North Bay,7.7,n/a
446/3046,n/a,n/a,Steve MacLean,Gloucester,7.7,n/a
446/3046,n/a,n/a,Stoney Creek,London,7.7,n/a
446/3046,n/a,n/a,Sts Cosmas and Damian,Toronto,7.7,n/a
446/3046,n/a,n/a,West Oak,Oakville,7.7,n/a
446/3046,n/a,n/a,White Haven,Toronto,7.7,n/a
446/3046,n/a,n/a,Wilshire,Thornhill,7.7,n/a
446/3046,n/a,n/a,Winston Churchill,Kingston,7.7,n/a
495/3046,n/a,n/a,All Saints,Toronto,7.6,n/a
495/3046,n/a,n/a,ApsleyCentral,Apsley,7.6,n/a
495/3046,n/a,n/a,Ardagh Bluffs,Barrie,7.6,n/a
495/3046,n/a,n/a,Balmy Beach,Toronto,7.6,n/a
495/3046,n/a,n/a,Beatrice Strong,Port Hope,7.6,n/a
495/3046,n/a,n/a,Blair Ridge,Whitby,7.6,n/a
495/3046,n/a,n/a,Blessed Kateri,Kitchener,7.6,n/a
495/3046,n/a,n/a,Bright's Grove,Bright's Grove,7.6,n/a
495/3046,n/a,n/a,Byron Northview,London,7.6,n/a
495/3046,n/a,n/a,Clara Brenton,London,7.6,n/a
495/3046,n/a,n/a,Colonel J E Farewell,Whitby,7.6,n/a
495/3046,n/a,n/a,David Suzuki,Markham,7.6,n/a
495/3046,n/a,n/a,Dr Emily Stowe,Courtice,7.6,n/a
495/3046,n/a,n/a,Dr S J Phillips,Oshawa,7.6,n/a
495/3046,n/a,n/a,Ferris Glen,Corbeil,7.6,n/a
495/3046,n/a,n/a,Forest Avenue,Mississauga,7.6,n/a
495/3046,n/a,n/a,Franklin Street,Markham,7.6,n/a
495/3046,n/a,n/a,Garden Avenue,Toronto,7.6,n/a
495/3046,n/a,n/a,Givins/Shaw,Toronto,7.6,n/a
495/3046,n/a,n/a,Guthrie,Oro Station,7.6,n/a
495/3046,n/a,n/a,Hélène-Gravel,Sudbury,7.6,n/a
495/3046,n/a,n/a,Holy Name,King City,7.6,n/a
495/3046,n/a,n/a,Immaculate Conception,Formosa,7.6,n/a
495/3046,n/a,n/a,Jack Donohue,Kanata,7.6,n/a
495/3046,n/a,n/a,Jack Miner,Whitby,7.6,n/a
495/3046,n/a,n/a,Ledbury Park,Toronto,7.6,n/a
495/3046,n/a,n/a,Light of Christ,Aurora,7.6,n/a
495/3046,n/a,n/a,Markham Gateway,Markham,7.6,n/a
495/3046,n/a,n/a,Monseigneur Augustin Caron,LaSalle,7.6,n/a
495/3046,n/a,n/a,Northport,Port Elgin,7.6,n/a
495/3046,n/a,n/a,Nottingham,Ajax,7.6,n/a
495/3046,n/a,n/a,Ogden Community,Thunder Bay,7.6,n/a
495/3046,n/a,n/a,Our Lady of Fatima,St Catharines,7.6,n/a
495/3046,n/a,n/a,Our Lady of Lourdes,Brampton,7.6,n/a
495/3046,n/a,n/a,Our Lady of Mercy,Mississauga,7.6,n/a
495/3046,n/a,n/a,Our Lady of Mount Carmel,Windsor,7.6,n/a
495/3046,n/a,n/a,Plum Tree Park,Mississauga,7.6,n/a
495/3046,n/a,n/a,Prince Andrew,LaSalle,7.6,n/a
495/3046,n/a,n/a,R Gordon Sinclair,Kingston,7.6,n/a
495/3046,n/a,n/a,Saint-Joseph,Russell,7.6,n/a
495/3046,n/a,n/a,Saint-Joseph,Wendover,7.6,n/a
495/3046,n/a,n/a,Sandwich West,LaSalle,7.6,n/a
495/3046,n/a,n/a,Silver Pines,Richmond Hill,7.6,n/a
495/3046,n/a,n/a,Sir Samuel Steele,Whitby,7.6,n/a
495/3046,n/a,n/a,SouthFields Village,Caledon,7.6,n/a
495/3046,n/a,n/a,St Bridget,Brooklin,7.6,n/a
495/3046,n/a,n/a,St Christopher,Mississauga,7.6,n/a
495/3046,n/a,n/a,St Edith Stein,Mississauga,7.6,n/a
495/3046,n/a,n/a,St Gabriel Lalemant,Toronto,7.6,n/a
495/3046,n/a,n/a,St Georges,London,7.6,n/a
495/3046,n/a,n/a,St Gregory,Nepean,7.6,n/a
495/3046,n/a,n/a,St James,Tottenham,7.6,n/a
495/3046,n/a,n/a,St Joseph's,Arnprior,7.6,n/a
495/3046,n/a,n/a,St Leonard,Manotick,7.6,n/a
495/3046,n/a,n/a,St Paul,London,7.6,n/a
495/3046,n/a,n/a,St Teresa of Avila,Hamilton,7.6,n/a
495/3046,n/a,n/a,St Thomas More,Mississauga,7.6,n/a
495/3046,n/a,n/a,St. Benedict,Milton,7.6,n/a
495/3046,n/a,n/a,Terre des Jeunes,Alexandria,7.6,n/a
495/3046,n/a,n/a,Valley Farm,Pickering,7.6,n/a
495/3046,n/a,n/a,Walnut Grove,Caledon,7.6,n/a
495/3046,n/a,n/a,Wilkinson,Toronto,7.6,n/a
495/3046,n/a,n/a,Williamsburg,Kitchener,7.6,n/a
495/3046,n/a,n/a,Winger,Wainfleet,7.6,n/a
559/3046,n/a,n/a,Alexander Muir/Gladstone Ave,Toronto,7.5,n/a
559/3046,n/a,n/a,Arbour Vista,Guelph,7.5,n/a
559/3046,n/a,n/a,Blessed Sacrament,Toronto,7.5,n/a
559/3046,n/a,n/a,Brown,Toronto,7.5,n/a
559/3046,n/a,n/a,Byron Somerset,London,7.5,n/a
559/3046,n/a,n/a,C M L Snider,Wellington,7.5,n/a
559/3046,n/a,n/a,Captain Michael VandenBos,Whitby,7.5,n/a
559/3046,n/a,n/a,Churchill Heights,Toronto,7.5,n/a
559/3046,n/a,n/a,Colchester North,Essex,7.5,n/a
559/3046,n/a,n/a,Conestogo,Conestogo,7.5,n/a
559/3046,n/a,n/a,Discovery,Maple,7.5,n/a
559/3046,n/a,n/a,Divine Mercy,Mississauga,7.5,n/a
559/3046,n/a,n/a,Donald Young,Emo,7.5,n/a
559/3046,n/a,n/a,Eagle Ridge,Ajax,7.5,n/a
559/3046,n/a,n/a,Ealing,London,7.5,n/a
559/3046,n/a,n/a,East Garafraxa,East Garafraxa,7.5,n/a
559/3046,n/a,n/a,Eastview,Oakville,7.5,n/a
559/3046,n/a,n/a,Glenview,Burlington,7.5,n/a
559/3046,n/a,n/a,Hewitt's Creek,Barrie,7.5,n/a
559/3046,n/a,n/a,Holy Angels,Toronto,7.5,n/a
559/3046,n/a,n/a,Holy Family,Paris,7.5,n/a
559/3046,n/a,n/a,Holy Trinity,Guelph,7.5,n/a
559/3046,n/a,n/a,Hyde Park,Barrie,7.5,n/a
559/3046,n/a,n/a,Iona,Williamstown,7.5,n/a
559/3046,n/a,n/a,Jeanne Sauve,St Catharines,7.5,n/a
559/3046,n/a,n/a,La Source,Moose Creek,7.5,n/a
559/3046,n/a,n/a,La Vérendrye,Gloucester,7.5,n/a
559/3046,n/a,n/a,Lexington,Waterloo,7.5,n/a
559/3046,n/a,n/a,Lincoln Alexander,Ajax,7.5,n/a
559/3046,n/a,n/a,MacKenzie Community,Deep River,7.5,n/a
559/3046,n/a,n/a,Maple Ridge,Pickering,7.5,n/a
559/3046,n/a,n/a,Maurice-Lapointe,Kanata,7.5,n/a
559/3046,n/a,n/a,Maxville,Maxville,7.5,n/a
559/3046,n/a,n/a,Mother Teresa,Ajax,7.5,n/a
559/3046,n/a,n/a,Nellie McClung,Vaughan,7.5,n/a
559/3046,n/a,n/a,Our Lady of Fatima,Milton,7.5,n/a
559/3046,n/a,n/a,Our Lady of Lourdes,Pembroke,7.5,n/a
559/3046,n/a,n/a,Our Lady of the Annunciation,Richmond Hill,7.5,n/a
559/3046,n/a,n/a,Pope John Paul II,Kitchener,7.5,n/a
559/3046,n/a,n/a,Seneca Trail,Oshawa,7.5,n/a
559/3046,n/a,n/a,Sheridan Park,St Catharines,7.5,n/a
559/3046,n/a,n/a,South Perth Centennial,St Marys,7.5,n/a
559/3046,n/a,n/a,St Ambrose,Toronto,7.5,n/a
559/3046,n/a,n/a,St Ann,Thunder Bay,7.5,n/a
559/3046,n/a,n/a,St Bernadette,Oakville,7.5,n/a
559/3046,n/a,n/a,St Cecilia's,Port Dover,7.5,n/a
559/3046,n/a,n/a,St Christopher,Burlington,7.5,n/a
559/3046,n/a,n/a,St Elizabeth Seton,Burlington,7.5,n/a
559/3046,n/a,n/a,St Elizabeth Seton,Mississauga,7.5,n/a
559/3046,n/a,n/a,St Gregory,Toronto,7.5,n/a
559/3046,n/a,n/a,St Herbert,Mississauga,7.5,n/a
559/3046,n/a,n/a,St John de Brebeuf,Kingsville,7.5,n/a
559/3046,n/a,n/a,St Luke,Nepean,7.5,n/a
559/3046,n/a,n/a,St Mark,Kitchener,7.5,n/a
559/3046,n/a,n/a,St Mark,Stouffville,7.5,n/a
559/3046,n/a,n/a,St Mary Immaculate,Richmond Hill,7.5,n/a
559/3046,n/a,n/a,St Nicholas,Waterloo,7.5,n/a
559/3046,n/a,n/a,St Padre Pio,Woodbridge,7.5,n/a
559/3046,n/a,n/a,St Peter's & St Paul's,Durham,7.5,n/a
559/3046,n/a,n/a,St Teresa,Kitchener,7.5,n/a
559/3046,n/a,n/a,Talbot Trail,Windsor,7.5,n/a
559/3046,n/a,n/a,West Rouge,Toronto,7.5,n/a
559/3046,n/a,n/a,Wilclay,Markham,7.5,n/a
622/3046,n/a,n/a,Alexander Kuska KSG,Welland,7.4,n/a
622/3046,n/a,n/a,Algonquin Road/Long Lake,Sudbury,7.4,n/a
622/3046,n/a,n/a,Ancaster Meadow,Ancaster,7.4,n/a
622/3046,n/a,n/a,Banting and Best,Toronto,7.4,n/a
622/3046,n/a,n/a,Blessed Pier Giorgio Frassati,Toronto,7.4,n/a
622/3046,n/a,n/a,Brooklin Village,Brooklin,7.4,n/a
622/3046,n/a,n/a,C E Broughton,Whitby,7.4,n/a
622/3046,n/a,n/a,Carrville Mills,Thornhill,7.4,n/a
622/3046,n/a,n/a,Christ The King,Mississauga,7.4,n/a
622/3046,n/a,n/a,Clinton Street,Toronto,7.4,n/a
622/3046,n/a,n/a,Codrington,Barrie,7.4,n/a
622/3046,n/a,n/a,Devonshire,Ottawa,7.4,n/a
622/3046,n/a,n/a,Dr Roberta Bondar,Maple,7.4,n/a
622/3046,n/a,n/a,Emily Carr,Oakville,7.4,n/a
622/3046,n/a,n/a,Father Frederick McGinn,Richmond Hill,7.4,n/a
622/3046,n/a,n/a,Goderich,Goderich,7.4,n/a
622/3046,n/a,n/a,Hillcrest,Toronto,7.4,n/a
622/3046,n/a,n/a,Island Lake,Orangeville,7.4,n/a
622/3046,n/a,n/a,James Robinson,Markham,7.4,n/a
622/3046,n/a,n/a,John G Diefenbaker,Toronto,7.4,n/a
622/3046,n/a,n/a,Kenollie,Mississauga,7.4,n/a
622/3046,n/a,n/a,Lockview,St Catharines,7.4,n/a
622/3046,n/a,n/a,MacLeod,Sudbury,7.4,n/a
622/3046,n/a,n/a,Mother Teresa,Bradford,7.4,n/a
622/3046,n/a,n/a,Mother Teresa,Markham,7.4,n/a
622/3046,n/a,n/a,Oak Ridges,Richmond Hill,7.4,n/a
622/3046,n/a,n/a,Osgoode,Osgoode,7.4,n/a
622/3046,n/a,n/a,Our Lady of Peace,Nepean,7.4,n/a
622/3046,n/a,n/a,Paul A Fisher,Burlington,7.4,n/a
622/3046,n/a,n/a,Quaker Village,Uxbridge,7.4,n/a
622/3046,n/a,n/a,Queen of Heaven,Milton,7.4,n/a
622/3046,n/a,n/a,Roland Michener,Kanata,7.4,n/a
622/3046,n/a,n/a,Saint-Victor,Alfred,7.4,n/a
622/3046,n/a,n/a,St Anne,Windsor,7.4,n/a
622/3046,n/a,n/a,St Bernadette,Dundas,7.4,n/a
622/3046,n/a,n/a,St Dominic,Mississauga,7.4,n/a
622/3046,n/a,n/a,St Jerome,Mississauga,7.4,n/a
622/3046,n/a,n/a,St John,Perth,7.4,n/a
622/3046,n/a,n/a,St Louis,Toronto,7.4,n/a
622/3046,n/a,n/a,St Luke the Evangelist,Whitby,7.4,n/a
622/3046,n/a,n/a,St Marguerite d'Youville,Hamilton,7.4,n/a
622/3046,n/a,n/a,St Raphael,Toronto,7.4,n/a
622/3046,n/a,n/a,St Raphael the Archangel,Maple,7.4,n/a
622/3046,n/a,n/a,St Rose,Windsor,7.4,n/a
622/3046,n/a,n/a,St Thérèse of Lisieux,Hamilton,7.4,n/a
622/3046,n/a,n/a,St. Gregory the Great,Oakville,7.4,n/a
622/3046,n/a,n/a,Ste-Marguerite-d'Youville,Tecumseh,7.4,n/a
622/3046,n/a,n/a,Tarentorus,Sault Ste. Marie,7.4,n/a
622/3046,n/a,n/a,Terry Fox,Toronto,7.4,n/a
622/3046,n/a,n/a,Thornhill,Thornhill,7.4,n/a
622/3046,n/a,n/a,Tiffany Hills,Ancaster,7.4,n/a
622/3046,n/a,n/a,Trillium Woods,Barrie,7.4,n/a
622/3046,n/a,n/a,Victoria,Niagara Falls,7.4,n/a
622/3046,n/a,n/a,W.O. Mitchell,Kanata,7.4,n/a
622/3046,n/a,n/a,Wendat Village,Stouffville,7.4,n/a
622/3046,n/a,n/a,West Humber,Toronto,7.4,n/a
622/3046,n/a,n/a,Westcreek,Pickering,7.4,n/a
622/3046,n/a,n/a,Westminster Central,London,7.4,n/a
622/3046,n/a,n/a,William G Davis,Toronto,7.4,n/a
681/3046,n/a,n/a,Ascension,Burlington,7.3,n/a
681/3046,n/a,n/a,Beckwith,Carleton Place,7.3,n/a
681/3046,n/a,n/a,Berrigan,Nepean,7.3,n/a
681/3046,n/a,n/a,Brookville,Campbellville,7.3,n/a
681/3046,n/a,n/a,Carrefour des Jeunes,Brampton,7.3,n/a
681/3046,n/a,n/a,Claremont,Claremont,7.3,n/a
681/3046,n/a,n/a,Crossroads,Niagara-on-the-Lake,7.3,n/a
681/3046,n/a,n/a,D M Eagle,St Clair Beach,7.3,n/a
681/3046,n/a,n/a,da Vinci,Ajax,7.3,n/a
681/3046,n/a,n/a,Escarpment View,Milton,7.3,n/a
681/3046,n/a,n/a,Francojeunesse,Ottawa,7.3,n/a
681/3046,n/a,n/a,Great Lakes,Brampton,7.3,n/a
681/3046,n/a,n/a,Heritage Glen,Oakville,7.3,n/a
681/3046,n/a,n/a,Highbush,Pickering,7.3,n/a
681/3046,n/a,n/a,Hunter's Glen,Toronto,7.3,n/a
681/3046,n/a,n/a,Immaculate Heart of Mary,Stoney Creek,7.3,n/a
681/3046,n/a,n/a,Indian Road Crescent,Toronto,7.3,n/a
681/3046,n/a,n/a,Kate S Durdan,Niagara Falls,7.3,n/a
681/3046,n/a,n/a,Lambeth,London,7.3,n/a
681/3046,n/a,n/a,Linklater,Gananoque,7.3,n/a
681/3046,n/a,n/a,Maple Creek,Maple,7.3,n/a
681/3046,n/a,n/a,Mère-Élisabeth-Bruyère,Waterloo,7.3,n/a
681/3046,n/a,n/a,Milverton,Milverton,7.3,n/a
681/3046,n/a,n/a,Mineola,Mississauga,7.3,n/a
681/3046,n/a,n/a,New Dundee,New Dundee,7.3,n/a
681/3046,n/a,n/a,North Agincourt,Toronto,7.3,n/a
681/3046,n/a,n/a,North Shore,Keene,7.3,n/a
681/3046,n/a,n/a,Northern Lights,Aurora,7.3,n/a
681/3046,n/a,n/a,Norway,Toronto,7.3,n/a
681/3046,n/a,n/a,Oneida Central,Caledonia,7.3,n/a
681/3046,n/a,n/a,Our Lady of Good Counsel,Sharon,7.3,n/a
681/3046,n/a,n/a,Our Lady of the Assumption,Stoney Creek,7.3,n/a
681/3046,n/a,n/a,Pope John Paul II,Oakville,7.3,n/a
681/3046,n/a,n/a,Princess Margaret,Niagara Falls,7.3,n/a
681/3046,n/a,n/a,Ray Lawson,Brampton,7.3,n/a
681/3046,n/a,n/a,René-Lamoureux,Mississauga,7.3,n/a
681/3046,n/a,n/a,Ross Drive,Brampton,7.3,n/a
681/3046,n/a,n/a,Saint-Jean-Baptiste,Mississauga,7.3,n/a
681/3046,n/a,n/a,Saint-Jean-de-Lalande,Toronto,7.3,n/a
681/3046,n/a,n/a,Sir Samuel B Steele,Toronto,7.3,n/a
681/3046,n/a,n/a,Smith,Grimsby,7.3,n/a
681/3046,n/a,n/a,St Emily,Woodbridge,7.3,n/a
681/3046,n/a,n/a,St George,Ottawa,7.3,n/a
681/3046,n/a,n/a,St Gregory,Mississauga,7.3,n/a
681/3046,n/a,n/a,St Isaac Jogues,Pickering,7.3,n/a
681/3046,n/a,n/a,St Joan of Arc,Oakville,7.3,n/a
681/3046,n/a,n/a,St John Bosco,Barry's Bay,7.3,n/a
681/3046,n/a,n/a,St Joseph,Uxbridge,7.3,n/a
681/3046,n/a,n/a,St Julia Billiart,Markham,7.3,n/a
681/3046,n/a,n/a,St Leo,Brooklin,7.3,n/a
681/3046,n/a,n/a,St Michael the Archangel,Vaughan,7.3,n/a
681/3046,n/a,n/a,St Sofia,Mississauga,7.3,n/a
681/3046,n/a,n/a,St Stephen,Woodbridge,7.3,n/a
681/3046,n/a,n/a,St Veronica,Mississauga,7.3,n/a
681/3046,n/a,n/a,St. Gabriel,Stoney Creek,7.3,n/a
681/3046,n/a,n/a,Steele Street,Port Colborne,7.3,n/a
681/3046,n/a,n/a,Tecumseh Vista Academy,Tecumseh,7.3,n/a
681/3046,n/a,n/a,William E Brown,Wainfleet,7.3,n/a
681/3046,n/a,n/a,Willowbrook,Thornhill,7.3,n/a
740/3046,n/a,n/a,Allan A Greenleaf,Waterdown,7.2,n/a
740/3046,n/a,n/a,Alpine,Kitchener,7.2,n/a
740/3046,n/a,n/a,Brechin,Brechin,7.2,n/a
740/3046,n/a,n/a,Brigadoon,Kitchener,7.2,n/a
740/3046,n/a,n/a,Caledon East,Caledon East,7.2,n/a
740/3046,n/a,n/a,Cornell,Toronto,7.2,n/a
740/3046,n/a,n/a,de la Découverte,Cumberland,7.2,n/a
740/3046,n/a,n/a,Deer Park,Toronto,7.2,n/a
740/3046,n/a,n/a,Divine Mercy,Maple,7.2,n/a
740/3046,n/a,n/a,Edmison Heights,Peterborough,7.2,n/a
740/3046,n/a,n/a,Elizabeth Ziegler,Waterloo,7.2,n/a
740/3046,n/a,n/a,Emily Carr,Toronto,7.2,n/a
740/3046,n/a,n/a,Glenn Gould,Vaughan,7.2,n/a
740/3046,n/a,n/a,Greensborough,Markham,7.2,n/a
740/3046,n/a,n/a,Hartman,Aurora,7.2,n/a
740/3046,n/a,n/a,Hawthorn,Mississauga,7.2,n/a
740/3046,n/a,n/a,Holy Cross,Halton Hills,7.2,n/a
740/3046,n/a,n/a,Holy Cross,Thunder Bay,7.2,n/a
740/3046,n/a,n/a,Immaculate Conception,Ancaster,7.2,n/a
740/3046,n/a,n/a,John A Leslie,Toronto,7.2,n/a
740/3046,n/a,n/a,Kedron,Oshawa,7.2,n/a
740/3046,n/a,n/a,Lydia Trull,Courtice,7.2,n/a
740/3046,n/a,n/a,Mary Johnston,Waterloo,7.2,n/a
740/3046,n/a,n/a,Milliken Mills,Unionville,7.2,n/a
740/3046,n/a,n/a,Minesing Central,Minesing,7.2,n/a
740/3046,n/a,n/a,Mother Cabrini,Toronto,7.2,n/a
740/3046,n/a,n/a,Mother Teresa,Walkerton,7.2,n/a
740/3046,n/a,n/a,Northlake Woods,Waterloo,7.2,n/a
740/3046,n/a,n/a,Notre Dame,Newmarket,7.2,n/a
740/3046,n/a,n/a,Orchard Park,London,7.2,n/a
740/3046,n/a,n/a,Orchard Park,Niagara Falls,7.2,n/a
740/3046,n/a,n/a,Pickering,Pickering,7.2,n/a
740/3046,n/a,n/a,Sacred Heart,Langton,7.2,n/a
740/3046,n/a,n/a,Saint-Jean-Baptiste,L'Orignal,7.2,n/a
740/3046,n/a,n/a,Saint-Joseph,Wawa,7.2,n/a
740/3046,n/a,n/a,St Anne's,Cornwall,7.2,n/a
740/3046,n/a,n/a,St Anselm,Toronto,7.2,n/a
740/3046,n/a,n/a,St Clement,St Clements,7.2,n/a
740/3046,n/a,n/a,St Cornelius,Caledon East,7.2,n/a
740/3046,n/a,n/a,St Denis,Toronto,7.2,n/a
740/3046,n/a,n/a,St Francis of Assisi,Toronto,7.2,n/a
740/3046,n/a,n/a,St Jean de Brebeuf,Toronto,7.2,n/a
740/3046,n/a,n/a,St Luke,Oakville,7.2,n/a
740/3046,n/a,n/a,St Luke,Waterloo,7.2,n/a
740/3046,n/a,n/a,St Mary,Campbellford,7.2,n/a
740/3046,n/a,n/a,St Mary,Nobleton,7.2,n/a
740/3046,n/a,n/a,St Matthias,Toronto,7.2,n/a
740/3046,n/a,n/a,St Simon Stock,Mississauga,7.2,n/a
740/3046,n/a,n/a,St Theresa,London,7.2,n/a
740/3046,n/a,n/a,St. Dominic,Cumberland,7.2,n/a
740/3046,n/a,n/a,Sunset Heights,Oshawa,7.2,n/a
740/3046,n/a,n/a,Thornhill Woods,Thornhill,7.2,n/a
740/3046,n/a,n/a,Unionville,Unionville,7.2,n/a
740/3046,n/a,n/a,Walsh,Simcoe,7.2,n/a
740/3046,n/a,n/a,Westminster Woods,Guelph,7.2,n/a
740/3046,n/a,n/a,Zone Township Central,Bothwell,7.2,n/a
796/3046,n/a,n/a,Agnew H Johnston,Thunder Bay,7.1,n/a
796/3046,n/a,n/a,Algonquin Ridge,Barrie,7.1,n/a
796/3046,n/a,n/a,Anne J. MacArthur,Milton,7.1,n/a
796/3046,n/a,n/a,Anson Park,Toronto,7.1,n/a
796/3046,n/a,n/a,Beaumonde Heights,Toronto,7.1,n/a
796/3046,n/a,n/a,Blessed Margherita of Citta Castello,Toronto,7.1,n/a
796/3046,n/a,n/a,Brookside,Toronto,7.1,n/a
796/3046,n/a,n/a,Captain R Wilson,Oakville,7.1,n/a
796/3046,n/a,n/a,Falgarwood,Oakville,7.1,n/a
796/3046,n/a,n/a,First Avenue,Ottawa,7.1,n/a
796/3046,n/a,n/a,Forestview,Niagara Falls,7.1,n/a
796/3046,n/a,n/a,Giles Campus French Immersion,Windsor,7.1,n/a
796/3046,n/a,n/a,Glamorgan,Toronto,7.1,n/a
796/3046,n/a,n/a,Hawthorne II Bilingual,Toronto,7.1,n/a
796/3046,n/a,n/a,Hespeler,Cambridge,7.1,n/a
796/3046,n/a,n/a,Holy Cross,Kemptville,7.1,n/a
796/3046,n/a,n/a,Jean-Paul II,Stittsville,7.1,n/a
796/3046,n/a,n/a,Jean-Paul II,Whitby,7.1,n/a
796/3046,n/a,n/a,John McCrae,Guelph,7.1,n/a
796/3046,n/a,n/a,Joseph A Gibson,Maple,7.1,n/a
796/3046,n/a,n/a,Kortright Hills,Guelph,7.1,n/a
796/3046,n/a,n/a,Lorna Jackson,Woodbridge,7.1,n/a
796/3046,n/a,n/a,Mother Teresa,Kingston,7.1,n/a
796/3046,n/a,n/a,Mountsfield,London,7.1,n/a
796/3046,n/a,n/a,Murray Centennial,Trenton,7.1,n/a
