2017-18 Rank,Rank in the most recent five years,Trend,School Name,City,2017-18 Rating,Rating in the most recent five years
3028/3046,n/a,n/a,Duncan J Schoular,Smiths Falls,0.2,n/a
3028/3046,n/a,n/a,Standing Stone,Southwold,0.2,n/a
3030/3046,n/a,n/a,Abe Scatch Memorial,Poplar Hill,0,n/a
3030/3046,n/a,n/a,Biidaaban Kinoomagegamik,Massey,0,n/a
3030/3046,n/a,n/a,Chief Simeon McKay,Kasabonika,0,n/a
3030/3046,n/a,n/a,Eenchokay Birchstick,Pikangikum,0,n/a
3030/3046,n/a,n/a,Houghton,Langton,0,n/a
3030/3046,n/a,n/a,John C Yesno,Eabametoong (Fort Hope),0,n/a
3030/3046,n/a,n/a,Kattawapiskak,Attawapiskat,0,n/a
3030/3046,n/a,n/a,Lydia Lois Beardy Memorial,Wunnumin Lake,0,n/a
3030/3046,n/a,n/a,Martin McKay Memorial,Sachigo Lake,0,n/a
3030/3046,n/a,n/a,Ministik,Moose Factory,0,n/a
3030/3046,n/a,n/a,Mornington Central,Newton,0,n/a
3030/3046,n/a,n/a,Mundo Peetabeck,Fort Albany,0,n/a
3030/3046,n/a,n/a,Obishikokaang,Lac Seul,0,n/a
3030/3046,n/a,n/a,Saint-Joseph,Espanola,0,n/a
3030/3046,n/a,n/a,St Peter's,Parry Sound,0,n/a
3030/3046,n/a,n/a,St-Dominique-Savio,Owen Sound,0,n/a
3030/3046,n/a,n/a,Thomas Fiddler Memorial,Sandy Lake,0,n/a
